date,dV
06/17/14,2.72
06/18/14,2.61
06/19/14,2.49
06/20/14,2.51
06/21/14,2.5
06/22/14,2.43
06/23/14,2.32
06/24/14,2.55
06/25/14,2.47
06/26/14,2.32
06/27/14,2.29
06/28/14,2.47
06/29/14,5.43
06/30/14,4.99
07/01/14,3.53
07/02/14,2.82
07/03/14,2.68
07/04/14,2.6
07/05/14,2.97
07/06/14,2.86
07/07/14,3.57
07/08/14,3.96
07/09/14,4.91
07/10/14,8.24
07/11/14,7.24
07/12/14,4.67
07/13/14,5.31
07/14/14,5.67
07/15/14,4.8
07/16/14,3.93
07/17/14,3.49
07/18/14,3.27
07/19/14,3.04
07/20/14,3.08
07/21/14,27.7
07/22/14,40.9
07/23/14,22.5
07/24/14,14.9
07/25/14,11.8
07/26/14,18.5
07/27/14,14
07/28/14,13.2
07/29/14,22.3
07/30/14,56.4
07/31/14,48
08/01/14,32.4
08/02/14,25.4
08/03/14,21.1
08/04/14,17.8
08/05/14,15.1
08/06/14,12.6
08/07/14,11.8
08/08/14,10.4
08/09/14,9.24
08/10/14,15.7
08/11/14,13.5
08/12/14,9.78
08/13/14,9.91
08/14/14,9.94
08/15/14,13.3
08/16/14,13.7
08/17/14,10.1
08/18/14,8.97
08/19/14,8.62
08/20/14,7.74
08/21/14,7.3
08/22/14,7.12
08/23/14,6.85
08/24/14,6.99
08/25/14,6.46
08/26/14,13.2
08/27/14,39.1
08/28/14,25.4
08/29/14,18
08/30/14,15.2
08/31/14,13.9
09/01/14,16.2
09/02/14,12.3
09/03/14,10.6
09/04/14,10.1
09/05/14,9.93
09/06/14,11.4
09/07/14,8.96
09/08/14,8.2
09/09/14,7.55
09/10/14,6.95
09/11/14,6.34
09/12/14,5.95
09/13/14,6.3
09/14/14,5.94
09/15/14,5.58
09/16/14,5.42
09/17/14,5.23
09/18/14,5.14
09/19/14,5.48
09/20/14,4.97
09/21/14,8.48
09/22/14,11.1
09/23/14,6.82
09/24/14,6.05
09/25/14,6.19
09/26/14,5.67
09/27/14,5.13
09/28/14,4.88
09/29/14,4.71
09/30/14,4.66
10/01/14,4.62
10/02/14,4.59
10/03/14,4.41
10/04/14,4.18
10/05/14,5.59
10/06/14,6.35
10/07/14,5.58
10/08/14,6.01
10/09/14,5.69
10/10/14,6.92
10/11/14,15.9
10/12/14,8.63
10/13/14,10
10/14/14,8.33
10/15/14,7.15
10/16/14,17.1
10/17/14,37.9
10/18/14,22.2
10/19/14,16.8
10/20/14,14.3
10/21/14,15.5
10/22/14,17.7
10/23/14,13.4
10/24/14,11.8
10/25/14,10.8
10/26/14,10.1
10/27/14,9.57
10/28/14,9.08
10/29/14,8.64
10/30/14,8.37
10/31/14,7.78
11/01/14,7.42
11/02/14,7.16
11/03/14,7.49
11/04/14,12.7
11/05/14,36.8
11/06/14,18.9
11/07/14,14.8
11/08/14,13.1
11/09/14,11.8
11/10/14,12.1
11/11/14,10.9
11/12/14,10.3
11/13/14,10.3
11/14/14,9.45
11/15/14,9.38
11/16/14,19.1
11/17/14,14.3
11/18/14,12.8
11/19/14,11.7
11/20/14,10.6
11/21/14,10.2
11/22/14,9.64
11/23/14,9.24
11/24/14,8.72
11/25/14,8.33
11/26/14,8.21
11/27/14,8.02
11/28/14,7.71
11/29/14,7.16
11/30/14,6.83
12/01/14,6.69
12/02/14,6.63
12/03/14,6.9
12/04/14,6.73
12/05/14,6.41
12/06/14,6.31
12/07/14,6.13
12/08/14,6.46
12/09/14,6.82
12/10/14,6.51
12/11/14,7.94
12/12/14,9.43
12/13/14,8.01
12/14/14,13.4
12/15/14,12.1
12/16/14,11.1
12/17/14,12.4
12/18/14,21.4
12/19/14,27.9
12/20/14,35
12/21/14,26.7
12/22/14,22.9
12/23/14,19.7
12/24/14,17.7
12/25/14,17.2
12/26/14,15.3
12/27/14,17.5
12/28/14,19.4
12/29/14,14.9
12/30/14,13.9
12/31/14,13.5
